num_tiles,bl,digital_accuracies
1,2,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1136, 0.1267, 0.1806, 0.2187, 0.3289, 0.5076, 0.6707, 0.7447, 0.7973, 0.825, 0.8457, 0.8653, 0.8764, 0.8851, 0.8926, 0.8945, 0.903, 0.9064, 0.9113, 0.9138, 0.9178, 0.9225, 0.9214, 0.9251, 0.9291, 0.9308, 0.9326, 0.9342, 0.9352, 0.9345, 0.9385, 0.9396, 0.9415, 0.9433, 0.9446, 0.9445, 0.9473, 0.9493, 0.9494, 0.9514, 0.9505, 0.9513, 0.9526, 0.953, 0.9541, 0.9542, 0.9559, 0.9559, 0.9563, 0.9567, 0.9559, 0.9579, 0.9576, 0.9587, 0.9585, 0.959, 0.9609, 0.9605, 0.9602, 0.9617, 0.9612, 0.9612, 0.962, 0.9631, 0.9636, 0.9625, 0.9634, 0.9645, 0.964, 0.9641, 0.9624, 0.9616, 0.9633, 0.9639, 0.9644, 0.9638, 0.9655, 0.9648, 0.9657, 0.9665, 0.9676, 0.9677, 0.967, 0.9675, 0.9674, 0.9676, 0.9675, 0.9687, 0.969, 0.9677, 0.9682, 0.9687, 0.9685, 0.969, 0.9685, 0.9702], [0.1692, 0.1135, 0.1615, 0.1867, 0.2322, 0.2994, 0.4146, 0.5282, 0.656, 0.7329, 0.7887, 0.8218, 0.8459, 0.8605, 0.8774, 0.8824, 0.8906, 0.8924, 0.8951, 0.9009, 0.9026, 0.9052, 0.9091, 0.9154, 0.9169, 0.9178, 0.9212, 0.9245, 0.926, 0.9287, 0.9315, 0.9322, 0.9343, 0.9351, 0.9371, 0.9378, 0.9403, 0.9416, 0.9415, 0.9453, 0.9464, 0.9477, 0.9498, 0.9512, 0.9541, 0.9544, 0.9546, 0.9571, 0.9579, 0.957, 0.9566, 0.9579, 0.9584, 0.9581, 0.9597, 0.9596, 0.9606, 0.9615, 0.962, 0.9616, 0.9626, 0.962, 0.9631, 0.9635, 0.9634, 0.964, 0.9639, 0.9638, 0.9639, 0.9642, 0.964, 0.9647, 0.9642, 0.9645, 0.9647, 0.9656, 0.9648, 0.9657, 0.9665, 0.9666, 0.9669, 0.9672, 0.9662, 0.968, 0.9689, 0.9693, 0.9691, 0.9696, 0.9685, 0.9703], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1152, 0.1171, 0.1751, 0.1161, 0.1712, 0.2514, 0.401, 0.6631, 0.7828, 0.8319, 0.8603, 0.8712, 0.8867, 0.8938, 0.8995, 0.9038, 0.9087, 0.9121, 0.9155, 0.9193, 0.9219, 0.9256, 0.9272, 0.9291, 0.9315, 0.9334, 0.9345, 0.9351, 0.9367, 0.938, 0.9388, 0.9417, 0.9421, 0.9411, 0.9441, 0.9475, 0.9456, 0.95, 0.9501, 0.9499, 0.9507, 0.9527, 0.9531, 0.9537, 0.9539, 0.9544, 0.9577, 0.9574, 0.9577, 0.9587, 0.9601, 0.9592, 0.9606, 0.9599, 0.9582, 0.9609, 0.9609, 0.9614, 0.9612, 0.9614, 0.963, 0.9642, 0.9645, 0.9648, 0.9647, 0.9668, 0.965, 0.9662, 0.9659, 0.9654, 0.9652, 0.9662, 0.9663, 0.9655, 0.9656, 0.9663, 0.9661, 0.9669, 0.9659, 0.966, 0.9666, 0.9652, 0.9669, 0.9665, 0.9663, 0.9668, 0.967, 0.9662, 0.9664, 0.9671, 0.9676, 0.9669, 0.9676, 0.9684, 0.9675, 0.9677, 0.9682, 0.9701], [0.1135, 0.1135, 0.1135, 0.1193, 0.1085, 0.1525, 0.1563, 0.2355, 0.3659, 0.525, 0.6726, 0.7526, 0.7973, 0.8283, 0.8498, 0.8604, 0.8705, 0.8806, 0.8855, 0.8902, 0.8926, 0.9019, 0.9068, 0.9097, 0.9136, 0.9145, 0.9188, 0.9206, 0.9235, 0.9279, 0.9298, 0.9308, 0.9339, 0.9347, 0.9343, 0.9394, 0.9404, 0.9433, 0.9459, 0.9456, 0.9483, 0.9484, 0.9516, 0.9517, 0.9539, 0.9544, 0.9543, 0.9567, 0.957, 0.9581, 0.9574, 0.9588, 0.9596, 0.9607, 0.9609, 0.9619, 0.9614, 0.9616, 0.9626, 0.9629, 0.9629, 0.9614, 0.9623, 0.9645, 0.9628, 0.9635, 0.9644, 0.9648, 0.965, 0.9653, 0.9676, 0.9657, 0.967, 0.9676, 0.9683, 0.9687, 0.9681, 0.9693, 0.9684, 0.9685, 0.9684, 0.9692, 0.9679, 0.9675, 0.9689, 0.9676, 0.9678, 0.9669, 0.9663, 0.9674, 0.9682, 0.9674, 0.9685, 0.9676, 0.9677, 0.9686, 0.9685, 0.9679, 0.9678, 0.9685, 0.9681, 0.9677, 0.9691, 0.9682, 0.9676, 0.9688, 0.9691, 0.9692, 0.9689, 0.9681, 0.9689, 0.9687, 0.9702], [0.1028, 0.1028, 0.1135, 0.1135, 0.1135, 0.1028, 0.1028, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1028, 0.1028, 0.1135, 0.1321, 0.1221, 0.1956, 0.4653, 0.6865, 0.7848, 0.8467, 0.8748, 0.8852, 0.8929, 0.897, 0.9028, 0.9077, 0.9108, 0.9136, 0.9193, 0.9231, 0.9253, 0.9289, 0.931, 0.9318, 0.9358, 0.9378, 0.94, 0.9422, 0.943, 0.9453, 0.9482, 0.9498, 0.9528, 0.9532, 0.9539, 0.9538, 0.9535, 0.9551, 0.9554, 0.9566, 0.9576, 0.9578, 0.9579, 0.9575, 0.9583, 0.9605, 0.96, 0.9615, 0.9612, 0.962, 0.9638, 0.9618, 0.9621, 0.9635, 0.9637, 0.9632, 0.9643, 0.9639, 0.9632, 0.9648, 0.9651, 0.9648, 0.9657, 0.9661, 0.9659, 0.9682, 0.9671, 0.9675, 0.9682, 0.968, 0.9684, 0.9676, 0.9688, 0.9681, 0.9692, 0.969, 0.9695, 0.9689, 0.9699, 0.9702]]"
1,5,"[[0.1144, 0.1317, 0.1135, 0.109, 0.1157, 0.1884, 0.3312, 0.5501, 0.7162, 0.787, 0.8383, 0.8527, 0.8734, 0.8826, 0.89, 0.894, 0.8992, 0.9067, 0.9101, 0.9134, 0.9165, 0.9214, 0.9269, 0.9293, 0.9331, 0.9352, 0.9364, 0.9409, 0.9425, 0.9418, 0.9451, 0.9451, 0.9479, 0.9491, 0.9521, 0.9528, 0.9563, 0.956, 0.9561, 0.9569, 0.9579, 0.9606, 0.9602, 0.9597, 0.9614, 0.9638, 0.9639, 0.966, 0.9662, 0.9671, 0.9673, 0.9681, 0.9681, 0.9674, 0.968, 0.968, 0.9673, 0.9683, 0.9698, 0.9684, 0.9687, 0.9677, 0.9677, 0.9673, 0.9694, 0.9687, 0.9693, 0.9707], [0.1335, 0.1272, 0.1457, 0.2332, 0.3277, 0.5043, 0.6758, 0.7584, 0.8151, 0.8393, 0.8567, 0.8684, 0.883, 0.8921, 0.8924, 0.9, 0.906, 0.9126, 0.9153, 0.9214, 0.9209, 0.9262, 0.9288, 0.9301, 0.9348, 0.938, 0.9411, 0.9426, 0.9439, 0.9475, 0.9499, 0.9501, 0.9513, 0.9525, 0.953, 0.9528, 0.9556, 0.9562, 0.9567, 0.9591, 0.9615, 0.9603, 0.9622, 0.9641, 0.9644, 0.9652, 0.9652, 0.9653, 0.9661, 0.966, 0.9665, 0.9681, 0.9675, 0.9684, 0.9695, 0.9688, 0.9691, 0.9693, 0.9688, 0.9683, 0.9694, 0.9706], [0.1135, 0.1135, 0.1149, 0.1136, 0.1138, 0.1465, 0.2142, 0.3023, 0.5203, 0.6886, 0.7818, 0.8299, 0.8584, 0.8746, 0.8864, 0.8935, 0.8989, 0.9013, 0.9096, 0.913, 0.9159, 0.9223, 0.9262, 0.9276, 0.9289, 0.9337, 0.9347, 0.9394, 0.9419, 0.9439, 0.945, 0.9479, 0.9513, 0.9512, 0.9538, 0.9549, 0.9572, 0.9573, 0.9596, 0.9601, 0.9598, 0.9627, 0.9611, 0.9622, 0.9631, 0.9641, 0.9642, 0.9648, 0.9654, 0.9653, 0.9656, 0.9664, 0.9676, 0.969, 0.9697, 0.9695, 0.9692, 0.9698, 0.968, 0.9689, 0.9691, 0.9702], [0.1135, 0.1191, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1143, 0.1135, 0.1135, 0.2349, 0.3271, 0.5947, 0.7686, 0.8392, 0.8658, 0.8805, 0.8918, 0.8988, 0.9063, 0.9115, 0.9183, 0.9215, 0.9238, 0.9275, 0.932, 0.9332, 0.9347, 0.9368, 0.9414, 0.9434, 0.9457, 0.9483, 0.9492, 0.9505, 0.9515, 0.9522, 0.9523, 0.9541, 0.9555, 0.9572, 0.9575, 0.9593, 0.9602, 0.9591, 0.9588, 0.9615, 0.9625, 0.9621, 0.9651, 0.966, 0.9659, 0.9661, 0.9668, 0.9664, 0.9675, 0.966, 0.9658, 0.9678, 0.9667, 0.9666, 0.9683, 0.968, 0.9691, 0.9691, 0.9693, 0.9689, 0.9695, 0.9684, 0.9695, 0.9694, 0.9715], [0.1148, 0.1151, 0.1135, 0.1135, 0.0844, 0.1254, 0.1714, 0.1965, 0.3358, 0.5796, 0.7308, 0.8116, 0.8506, 0.8734, 0.88, 0.8918, 0.8995, 0.902, 0.9064, 0.9114, 0.9147, 0.9165, 0.9241, 0.924, 0.9252, 0.9306, 0.9348, 0.9379, 0.94, 0.9396, 0.9437, 0.947, 0.9462, 0.9487, 0.949, 0.9513, 0.9536, 0.9556, 0.9561, 0.9556, 0.9579, 0.9596, 0.9622, 0.9622, 0.9603, 0.9625, 0.9637, 0.9638, 0.9643, 0.9655, 0.965, 0.9669, 0.9674, 0.9688, 0.9675, 0.9679, 0.9672, 0.9681, 0.9676, 0.968, 0.9682, 0.9683, 0.9698, 0.9693, 0.9693, 0.9695, 0.969, 0.9693, 0.9703]]"
1,10,"[[0.1135, 0.1135, 0.1135, 0.153, 0.2834, 0.4816, 0.694, 0.8008, 0.8456, 0.8688, 0.8842, 0.8893, 0.8959, 0.9034, 0.9077, 0.9118, 0.9178, 0.9214, 0.9277, 0.931, 0.9353, 0.9358, 0.9401, 0.9427, 0.945, 0.9474, 0.9497, 0.9517, 0.9546, 0.9546, 0.9589, 0.96, 0.9591, 0.9625, 0.9632, 0.963, 0.9633, 0.9632, 0.9657, 0.9662, 0.9663, 0.9668, 0.9683, 0.9686, 0.9701], [0.1135, 0.1136, 0.1563, 0.118, 0.2013, 0.3667, 0.6035, 0.7649, 0.8168, 0.8528, 0.8719, 0.8852, 0.8942, 0.9026, 0.9107, 0.914, 0.9193, 0.9222, 0.9279, 0.9309, 0.9376, 0.9384, 0.9416, 0.9448, 0.9468, 0.9488, 0.95, 0.9521, 0.9539, 0.956, 0.9571, 0.9593, 0.9604, 0.9626, 0.963, 0.9648, 0.966, 0.967, 0.9674, 0.9681, 0.9694, 0.9708], [0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1424, 0.1135, 0.1183, 0.1138, 0.1683, 0.3071, 0.5666, 0.7757, 0.8454, 0.8734, 0.8877, 0.8982, 0.908, 0.9155, 0.9195, 0.9247, 0.9296, 0.9339, 0.938, 0.9383, 0.9432, 0.9445, 0.9489, 0.9497, 0.953, 0.9545, 0.9552, 0.9589, 0.9614, 0.9613, 0.9628, 0.966, 0.9667, 0.9678, 0.9673, 0.9682, 0.9689, 0.9695, 0.969, 0.9701], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1385, 0.1613, 0.2995, 0.6401, 0.7816, 0.84, 0.8598, 0.8763, 0.8859, 0.893, 0.9026, 0.9094, 0.9186, 0.9236, 0.928, 0.9303, 0.9314, 0.9374, 0.9403, 0.9416, 0.9465, 0.9478, 0.9524, 0.9535, 0.9544, 0.9564, 0.9577, 0.9591, 0.9615, 0.9615, 0.9635, 0.9628, 0.9626, 0.9653, 0.9658, 0.967, 0.9671, 0.9683, 0.9683, 0.9677, 0.9703], [0.1135, 0.1135, 0.1135, 0.2308, 0.2149, 0.3841, 0.5868, 0.7675, 0.8329, 0.8598, 0.8744, 0.8861, 0.8954, 0.9007, 0.907, 0.9132, 0.9183, 0.9218, 0.9263, 0.931, 0.9329, 0.9365, 0.9382, 0.941, 0.9442, 0.9463, 0.9481, 0.9495, 0.9525, 0.9541, 0.9554, 0.959, 0.9598, 0.9601, 0.9598, 0.9609, 0.9621, 0.9629, 0.9643, 0.9645, 0.9658, 0.9658, 0.9659, 0.9689, 0.9695, 0.968, 0.9703]]"
1,31,"[[0.1696, 0.2328, 0.4418, 0.7365, 0.8177, 0.8539, 0.8772, 0.8924, 0.9032, 0.9111, 0.9176, 0.9231, 0.9277, 0.935, 0.9397, 0.9422, 0.9478, 0.9488, 0.9515, 0.9523, 0.9547, 0.9577, 0.9596, 0.9615, 0.9629, 0.9637, 0.9662, 0.9678, 0.9674, 0.9674, 0.9698, 0.9694, 0.9715], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1138, 0.1925, 0.384, 0.7334, 0.8422, 0.8846, 0.9035, 0.9126, 0.9216, 0.9267, 0.9296, 0.9388, 0.9418, 0.9442, 0.9489, 0.9509, 0.9547, 0.9565, 0.9595, 0.9606, 0.9627, 0.9647, 0.9661, 0.9655, 0.9678, 0.9676, 0.9701], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1711, 0.3392, 0.6531, 0.8111, 0.8593, 0.8824, 0.8962, 0.9062, 0.9163, 0.9238, 0.9303, 0.9348, 0.9387, 0.9418, 0.949, 0.9517, 0.9547, 0.9545, 0.9586, 0.9606, 0.9621, 0.9634, 0.9643, 0.967, 0.9686, 0.9695, 0.969, 0.9703], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1305, 0.3221, 0.6738, 0.8198, 0.8671, 0.8917, 0.9023, 0.9124, 0.9151, 0.9219, 0.9306, 0.9383, 0.9411, 0.9454, 0.9496, 0.9529, 0.9564, 0.9579, 0.9595, 0.9618, 0.9639, 0.9624, 0.9674, 0.9675, 0.9685, 0.9696, 0.9702], [0.1609, 0.1367, 0.3131, 0.6504, 0.7886, 0.8427, 0.871, 0.8912, 0.9007, 0.9056, 0.9139, 0.9189, 0.9259, 0.93, 0.9355, 0.9385, 0.9435, 0.9478, 0.9516, 0.955, 0.9556, 0.957, 0.9589, 0.9616, 0.9634, 0.9639, 0.9661, 0.9671, 0.9686, 0.9696, 0.9712]]"
1,100,"[[0.1135, 0.1122, 0.2034, 0.6157, 0.8136, 0.8668, 0.8951, 0.9102, 0.9194, 0.9295, 0.9354, 0.9407, 0.9449, 0.9488, 0.9529, 0.9548, 0.9578, 0.9611, 0.9644, 0.9652, 0.9669, 0.9687, 0.9694, 0.971], [0.1135, 0.1135, 0.211, 0.5387, 0.8005, 0.8624, 0.8969, 0.9072, 0.9229, 0.9285, 0.9375, 0.9426, 0.9459, 0.9484, 0.952, 0.9543, 0.9579, 0.96, 0.9629, 0.9634, 0.9656, 0.9674, 0.9684, 0.9698, 0.9719], [0.1135, 0.1135, 0.1135, 0.1141, 0.3197, 0.6996, 0.8501, 0.8934, 0.9093, 0.9196, 0.9265, 0.9372, 0.9429, 0.9495, 0.9529, 0.9547, 0.9586, 0.9617, 0.9616, 0.9661, 0.9665, 0.9678, 0.9704], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1422, 0.5301, 0.8235, 0.8874, 0.9105, 0.9249, 0.9358, 0.9426, 0.9474, 0.9514, 0.956, 0.9608, 0.9596, 0.9632, 0.9654, 0.9666, 0.9667, 0.9688, 0.9697, 0.9685, 0.9704], [0.1137, 0.1135, 0.1135, 0.2868, 0.6877, 0.8461, 0.8801, 0.9016, 0.9147, 0.9234, 0.9291, 0.936, 0.9385, 0.9472, 0.9513, 0.9525, 0.9595, 0.9613, 0.9646, 0.965, 0.9662, 0.9686, 0.9691, 0.9702]]"
4,2,"[[0.0953, 0.1135, 0.1142, 0.1138, 0.1256, 0.1464, 0.1742, 0.2088, 0.2822, 0.4024, 0.5049, 0.6207, 0.7218, 0.7871, 0.8185, 0.8397, 0.8591, 0.871, 0.8778, 0.8857, 0.8923, 0.8984, 0.9025, 0.9086, 0.9116, 0.9137, 0.9166, 0.9188, 0.9214, 0.9249, 0.926, 0.9282, 0.9304, 0.932, 0.9343, 0.9358, 0.9362, 0.9383, 0.94, 0.941, 0.9421, 0.9445, 0.947, 0.9473, 0.9464, 0.9474, 0.9502, 0.9498, 0.9498, 0.9511, 0.951, 0.9527, 0.9544, 0.9556, 0.9545, 0.9559, 0.9565, 0.9576, 0.9588, 0.9588, 0.9596, 0.9606, 0.9601, 0.9609, 0.9603, 0.9617, 0.9619, 0.962, 0.9636, 0.9634, 0.9634, 0.9636, 0.9629, 0.9639, 0.9644, 0.9641, 0.9646, 0.9646, 0.9655, 0.9655, 0.9659, 0.9659, 0.9659, 0.9655, 0.965, 0.9671, 0.9668, 0.9676, 0.9688, 0.9679, 0.9685, 0.9688, 0.9692, 0.9699, 0.97], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1439, 0.1827, 0.2292, 0.3031, 0.4137, 0.5454, 0.6726, 0.7525, 0.8026, 0.8261, 0.8484, 0.8618, 0.8774, 0.8806, 0.89, 0.8958, 0.8998, 0.903, 0.9046, 0.9074, 0.9101, 0.9136, 0.9144, 0.9178, 0.9197, 0.9234, 0.9243, 0.928, 0.9298, 0.9325, 0.935, 0.9368, 0.9394, 0.9412, 0.9424, 0.946, 0.9451, 0.9465, 0.9476, 0.9497, 0.9509, 0.9521, 0.9526, 0.9528, 0.9537, 0.9542, 0.9561, 0.9576, 0.9576, 0.9574, 0.9585, 0.958, 0.9586, 0.9587, 0.9613, 0.9607, 0.9602, 0.96, 0.9606, 0.9619, 0.9622, 0.9625, 0.9639, 0.9644, 0.9643, 0.9646, 0.9645, 0.9664, 0.9674, 0.9676, 0.9671, 0.967, 0.9669, 0.9661, 0.9664, 0.9675, 0.9684, 0.9682, 0.9682, 0.9677, 0.9676, 0.9666, 0.968, 0.9685, 0.9691, 0.9696, 0.97], [0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1135, 0.1135, 0.1164, 0.17, 0.2356, 0.3213, 0.4231, 0.5578, 0.6734, 0.7556, 0.8026, 0.8333, 0.8581, 0.8659, 0.8759, 0.8833, 0.8899, 0.8944, 0.8997, 0.9044, 0.9083, 0.9114, 0.9142, 0.9187, 0.9194, 0.9233, 0.9251, 0.926, 0.9298, 0.932, 0.9329, 0.9349, 0.937, 0.9401, 0.9419, 0.9424, 0.9423, 0.9446, 0.9456, 0.9469, 0.9476, 0.949, 0.9503, 0.9509, 0.9511, 0.9512, 0.9519, 0.9524, 0.9526, 0.9536, 0.9549, 0.9563, 0.9566, 0.9568, 0.9578, 0.9585, 0.9598, 0.9597, 0.9605, 0.9603, 0.9606, 0.9607, 0.9605, 0.9619, 0.9623, 0.9627, 0.9643, 0.964, 0.9635, 0.9633, 0.9635, 0.9638, 0.964, 0.9646, 0.9648, 0.964, 0.9648, 0.9654, 0.9661, 0.9659, 0.9659, 0.9669, 0.9677, 0.968, 0.969, 0.9689, 0.9685, 0.9689, 0.9686, 0.9685, 0.9685, 0.9689, 0.9687, 0.9694, 0.9696, 0.969, 0.9694, 0.9698, 0.9705], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1267, 0.1523, 0.1667, 0.2146, 0.2973, 0.4881, 0.6445, 0.7495, 0.8058, 0.8368, 0.8524, 0.8649, 0.8741, 0.8815, 0.8901, 0.8955, 0.9034, 0.9064, 0.9083, 0.9116, 0.9127, 0.9172, 0.9212, 0.9237, 0.9278, 0.9308, 0.934, 0.9343, 0.936, 0.9371, 0.9384, 0.9416, 0.9419, 0.9427, 0.9436, 0.9457, 0.9468, 0.948, 0.9486, 0.9503, 0.9519, 0.9517, 0.9524, 0.9531, 0.9533, 0.954, 0.9545, 0.9561, 0.9559, 0.9573, 0.9575, 0.9581, 0.9582, 0.9587, 0.9594, 0.9601, 0.9599, 0.9614, 0.9614, 0.9604, 0.9624, 0.9628, 0.9627, 0.9637, 0.9639, 0.9637, 0.9637, 0.9644, 0.965, 0.9649, 0.9653, 0.965, 0.9653, 0.966, 0.9662, 0.9669, 0.9677, 0.9685, 0.9689, 0.969, 0.9682, 0.9693, 0.9691, 0.9691, 0.9693, 0.9698, 0.97], [0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1135, 0.101, 0.1135, 0.1157, 0.1135, 0.1135, 0.1135, 0.1135, 0.0808, 0.1135, 0.1329, 0.2387, 0.4378, 0.7073, 0.8158, 0.8458, 0.8668, 0.8782, 0.8895, 0.8971, 0.902, 0.9055, 0.9094, 0.9155, 0.9188, 0.9206, 0.9224, 0.9258, 0.9282, 0.9303, 0.9341, 0.9342, 0.9368, 0.9386, 0.9404, 0.9428, 0.9449, 0.9451, 0.947, 0.9478, 0.9475, 0.9476, 0.9483, 0.9499, 0.9502, 0.9516, 0.952, 0.9522, 0.9531, 0.9537, 0.9545, 0.9551, 0.9562, 0.9559, 0.9569, 0.9577, 0.9577, 0.959, 0.9584, 0.9579, 0.9596, 0.961, 0.9608, 0.9621, 0.963, 0.9631, 0.9636, 0.9634, 0.963, 0.9635, 0.9642, 0.9647, 0.9666, 0.9657, 0.9663, 0.9669, 0.9668, 0.9669, 0.9664, 0.9669, 0.966, 0.9651, 0.9659, 0.9659, 0.9651, 0.9667, 0.9664, 0.9667, 0.9663, 0.9666, 0.9669, 0.9668, 0.9661, 0.9663, 0.9668, 0.9668, 0.9671, 0.9669, 0.967, 0.9679, 0.9665, 0.9678, 0.9683, 0.9682, 0.9678, 0.9678, 0.9681, 0.9681, 0.9685, 0.9678, 0.9678, 0.9682, 0.968, 0.9675, 0.9677, 0.9681, 0.9686, 0.9683, 0.969, 0.9686, 0.9691, 0.9686, 0.9692, 0.9681, 0.9685, 0.9675, 0.9675, 0.9679, 0.9677, 0.969, 0.9696, 0.9692, 0.9691, 0.9705]]"
4,5,"[[0.1149, 0.1135, 0.1262, 0.1863, 0.2289, 0.3, 0.4499, 0.6413, 0.7415, 0.7967, 0.8327, 0.8504, 0.8671, 0.8783, 0.887, 0.8929, 0.8992, 0.9041, 0.9087, 0.9126, 0.9172, 0.9189, 0.9233, 0.9261, 0.93, 0.9308, 0.9344, 0.9353, 0.9395, 0.9411, 0.9429, 0.9433, 0.945, 0.9469, 0.9484, 0.9516, 0.9513, 0.9564, 0.9567, 0.9582, 0.9586, 0.9608, 0.962, 0.9606, 0.9623, 0.963, 0.9638, 0.9639, 0.9643, 0.9652, 0.9665, 0.967, 0.968, 0.9668, 0.968, 0.9679, 0.9681, 0.9685, 0.9694, 0.9684, 0.9686, 0.9682, 0.9696, 0.9699, 0.9697, 0.9695, 0.9697, 0.9703], [0.1135, 0.1135, 0.1135, 0.1534, 0.1956, 0.2354, 0.3249, 0.5223, 0.6805, 0.7667, 0.8068, 0.8329, 0.8518, 0.8668, 0.8812, 0.8889, 0.8952, 0.899, 0.9054, 0.9101, 0.9147, 0.9176, 0.9221, 0.9256, 0.928, 0.9305, 0.9335, 0.9379, 0.9405, 0.9423, 0.9434, 0.9457, 0.9482, 0.9489, 0.9524, 0.9527, 0.9547, 0.956, 0.9568, 0.9592, 0.959, 0.96, 0.9616, 0.9617, 0.9622, 0.9627, 0.9642, 0.9641, 0.9641, 0.9652, 0.9657, 0.9672, 0.9679, 0.9682, 0.9694, 0.9696, 0.9697, 0.9704], [0.1186, 0.1343, 0.1148, 0.1722, 0.2246, 0.3521, 0.4962, 0.6439, 0.7412, 0.7994, 0.835, 0.8527, 0.8702, 0.8822, 0.8896, 0.8927, 0.8986, 0.905, 0.9082, 0.9119, 0.9158, 0.921, 0.9263, 0.9293, 0.9296, 0.932, 0.9335, 0.9365, 0.9389, 0.9405, 0.9416, 0.9442, 0.9451, 0.9465, 0.9477, 0.9495, 0.9506, 0.9526, 0.9528, 0.9538, 0.9541, 0.9549, 0.9561, 0.9587, 0.9595, 0.9599, 0.9608, 0.9613, 0.9631, 0.9643, 0.9643, 0.9637, 0.966, 0.9659, 0.9657, 0.9656, 0.9671, 0.9685, 0.9698, 0.9698, 0.9705], [0.1135, 0.1151, 0.1303, 0.1804, 0.284, 0.4133, 0.5926, 0.7355, 0.7998, 0.8337, 0.845, 0.8633, 0.8785, 0.8855, 0.8931, 0.8994, 0.9042, 0.9074, 0.9121, 0.9148, 0.9178, 0.9204, 0.924, 0.9288, 0.9301, 0.9334, 0.9356, 0.9374, 0.9404, 0.9409, 0.9432, 0.9454, 0.9465, 0.9499, 0.9511, 0.9544, 0.9543, 0.9568, 0.9568, 0.9588, 0.9605, 0.9601, 0.9622, 0.9627, 0.9612, 0.963, 0.9628, 0.9632, 0.9638, 0.965, 0.9651, 0.9663, 0.967, 0.9686, 0.9678, 0.9685, 0.9683, 0.9689, 0.9691, 0.9688, 0.9696, 0.9705], [0.1135, 0.1135, 0.1362, 0.1503, 0.1466, 0.2047, 0.2759, 0.4085, 0.594, 0.7279, 0.7964, 0.8421, 0.8633, 0.8738, 0.8802, 0.8914, 0.8976, 0.9034, 0.9064, 0.9102, 0.9142, 0.9195, 0.9223, 0.9272, 0.9303, 0.9332, 0.9349, 0.9378, 0.94, 0.9421, 0.9426, 0.944, 0.9455, 0.948, 0.9495, 0.9511, 0.9514, 0.9532, 0.9555, 0.9575, 0.9582, 0.9597, 0.9601, 0.9613, 0.9619, 0.961, 0.9627, 0.9634, 0.9652, 0.9636, 0.9653, 0.9651, 0.9663, 0.9683, 0.9684, 0.9683, 0.9688, 0.969, 0.9693, 0.9707]]"
