num_tiles,init_std,digital_accuracies,digital_losses
64,0.1,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1429, 0.5369, 0.6712, 0.7256, 0.7538, 0.7805, 0.81, 0.832, 0.8496, 0.8658, 0.8753, 0.8843, 0.8909, 0.8961, 0.9037, 0.9073, 0.9094, 0.9108, 0.9129, 0.9162, 0.9181, 0.9196, 0.923, 0.9233, 0.9263, 0.9271, 0.9282, 0.929, 0.9322, 0.9328, 0.9359, 0.9377, 0.9411, 0.9424, 0.9426, 0.9441, 0.9446, 0.9473, 0.9484, 0.9493, 0.9515, 0.952, 0.953, 0.9548, 0.956, 0.9564, 0.958, 0.9585, 0.9586, 0.9593, 0.9601, 0.9605, 0.9604, 0.9606, 0.9622, 0.962, 0.9619, 0.9618, 0.9623, 0.9626, 0.9635, 0.9645, 0.9654, 0.9662, 0.9671, 0.9665, 0.9674, 0.9682, 0.968, 0.9686]]","[0.036125651454925536, 0.036127273559570315, 0.036131367754936215, 0.03612695469856262, 0.0361265332698822, 0.03612814676761627, 0.03612558364868164, 0.03613014736175537, 0.03612578339576721, 0.03612751655578613, 0.03612700190544128, 0.036126870131492614, 0.0361263590335846, 0.03612448933124542, 0.036131957697868346, 0.03612651162147522, 0.03612760765552521, 0.036131794786453245, 0.03612640404701233, 0.03612556054592132, 0.036123523807525634, 0.036124744939804075, 0.036124478697776796, 0.036129430627822874, 0.03612511751651764, 0.036123144578933716, 0.03610628962516785, 0.03611501214504242, 0.03608309578895569, 0.03600557494163513, 0.03572391583919525, 0.0343348313331604, 0.02727847751379013, 0.016704422509670257, 0.012176780897378921, 0.010588512855768204, 0.009518513669073582, 0.008644439628720283, 0.00787957657277584, 0.007217552880942822, 0.006758846786618233, 0.006310760147869587, 0.005977222396433353, 0.005630563306063413, 0.005383340164273978, 0.005180883010476828, 0.0049870783150196074, 0.0048669137252494695, 0.004752563896030188, 0.004632674434408545, 0.004478819895908237, 0.00434662006534636, 0.004207675691694022, 0.004146984807774425, 0.004000771006196737, 0.003939579500257969, 0.0038574541356414557, 0.0037086465619504453, 0.0035203073812648655, 0.003459892894979566, 0.003343848550505936, 0.0032979220267385246, 0.003137162756547332, 0.0030681203549727796, 0.0029949311580508946, 0.00291995354834944, 0.0028323670278303324, 0.0027683387542143463, 0.002676294622756541, 0.0026220370082184674, 0.002562119107414037, 0.0025179678685031833, 0.002486023250222206, 0.00241698127258569, 0.0023745471543632447, 0.0023153976153582334, 0.00223960229344666, 0.002225828444957733, 0.002172629669960588, 0.0021300577374175193, 0.002118266438599676, 0.0020285798288881777, 0.0020237433578586205, 0.0020082454830408097, 0.001968553263694048, 0.002004643088579178, 0.0019577135094441473, 0.0019682048463262615, 0.0019057141986908391, 0.001831335379439406, 0.0018550273458473384, 0.0017865585576277226, 0.0017844016171060502, 0.0017471962664276362, 0.001779253736906685, 0.0017127755830995738, 0.001695154371066019, 0.0016987117130775004, 0.0016781443422660232, 0.0016541949209757149]"
